product_id,card_id,number,is_spot
1,701141011,1,0
1,102141010,1,0
1,101131020,1,0
1,102131030,1,0
1,101131050,1,0
1,102131020,1,0
1,102131010,1,0
1,101121020,2,0
1,101121010,2,0
1,101121080,3,0
1,102121010,2,0
1,102121030,2,0
1,101121110,2,0
1,101111010,3,0
1,101114050,3,0
1,101114010,2,0
1,102111060,2,0
1,100111010,2,0
1,100114010,3,0
1,100111020,3,0
1,100111070,2,0
2,701241011,1,0
2,101241020,1,0
2,102231010,1,0
2,101231050,1,0
2,101234020,1,0
2,101231040,1,0
2,101231020,1,0
2,102221010,3,0
2,102224040,2,0
2,101221010,2,0
2,101221070,2,0
2,101221100,2,0
2,101221060,2,0
2,101211110,2,0
2,101211090,2,0
2,101211060,2,0
2,101211070,2,0
2,102211050,2,0
2,100211010,3,0
2,100211020,3,0
2,100211040,2,0
2,100221020,2,0
3,701341011,1,0
3,101341010,1,0
3,102331010,1,0
3,101334040,1,0
3,101334030,1,0
3,102334020,1,0
3,101334020,1,0
3,101024010,3,0
3,101321040,2,0
3,102324040,2,0
3,101324040,2,0
3,101324050,2,0
3,101321070,2,0
3,101314010,3,0
3,101311010,2,0
3,101311050,2,0
3,101314020,3,0
3,100314010,2,0
3,100314040,2,0
3,100314020,2,0
3,100314030,2,0
3,100321010,2,0
4,701441011,1,0
4,101441010,1,0
4,101431040,1,0
4,101431030,1,0
4,102431010,1,0
4,101431050,1,0
4,101431020,1,0
4,101424010,2,0
4,101421080,3,0
4,101421020,2,0
4,102421020,2,0
4,102021030,2,0
4,101421070,2,0
4,101411110,2,0
4,102411020,3,0
4,101411030,3,0
4,101411070,2,0
4,100414020,3,0
4,100414010,3,0
4,100411040,2,0
4,100421020,2,0
5,701541011,1,0
5,102541010,1,0
5,101534020,1,0
5,101534010,1,0
5,102531010,1,0
5,101534030,1,0
5,101531050,1,0
5,101521010,2,0
5,101521020,2,0
5,102521040,3,0
5,101521030,2,0
5,102521010,2,0
5,101521060,2,0
5,101514010,2,0
5,101511120,3,0
5,102511010,3,0
5,102514050,2,0
5,100511010,3,0
5,100514010,2,0
5,100511040,3,0
5,100521030,2,0
6,701641011,1,0
6,102641010,1,0
6,102631030,1,0
6,101633010,1,0
6,101631040,1,0
6,101634020,1,0
6,101631050,1,0
6,101621070,2,0
6,101621030,2,0
6,102621010,2,0
6,101624010,3,0
6,101021040,2,0
6,101621050,2,0
6,101611040,2,0
6,101611050,1,0
6,101614020,3,0
6,102614050,2,0
6,101611140,2,0
6,100614010,2,0
6,100614020,3,0
6,100614030,2,0
6,100611040,3,0
7,701741011,1,0
7,101741020,1,0
7,101733020,1,0
7,102731030,1,0
7,102731010,1,0
7,101734010,1,0
7,101731010,1,0
7,102723010,3,0
7,102021020,2,0
7,101721020,2,0
7,101721040,2,0
7,101721100,2,0
7,101721050,2,0
7,101713020,2,0
7,101713010,2,0
7,101711090,2,0
7,102711010,2,0
7,101713050,2,0
7,100714020,3,0
7,100714010,3,0
7,100713010,2,0
7,100713030,2,0
201,703141011,1,0
201,104141010,1,0
201,104131030,1,0
201,104131020,1,0
201,104123010,2,0
201,104121040,2,0
201,104121030,3,0
201,104114010,2,0
201,104111040,2,0
201,104111020,2,0
201,103134010,1,0
201,103131030,1,0
201,103121030,2,0
201,103121020,2,0
201,103114020,2,0
201,103111030,2,0
201,103031020,1,0
201,103021020,2,0
201,100114010,3,0
201,100111060,2,0
201,100111020,3,0
201,100111010,2,0
202,703241011,1,0
202,104241020,1,0
202,104232010,1,0
202,104231030,1,0
202,104231020,1,0
202,104221040,2,0
202,104221030,3,0
202,104221020,2,0
202,104211040,2,0
202,104211020,3,0
202,103231030,1,0
202,103231020,1,0
202,103224010,2,0
202,103221040,2,0
202,103221020,2,0
202,103211050,3,0
202,103211030,2,0
202,100211040,2,0
202,100211030,2,0
202,100211020,3,0
202,100211010,3,0
203,703341011,1,0
203,104334010,1,0
203,104331020,1,0
203,104324010,2,0
203,104321040,2,0
203,104321020,2,0
203,103341010,1,0
203,103334010,1,0
203,103331030,1,0
203,103331020,1,0
203,103324010,2,0
203,103321040,2,0
203,103321030,3,0
203,103314010,2,0
203,103311060,2,0
203,103311050,3,0
203,103311030,3,0
203,100321010,2,0
203,100314030,2,0
203,100314020,3,0
203,100314010,3,0
204,703441011,1,0
204,104441020,1,0
204,104431030,1,0
204,104431020,1,0
204,104424010,2,0
204,104421040,2,0
204,104412010,2,0
204,104411040,2,0
204,104411030,3,0
204,104031020,1,0
204,103434010,1,0
204,103431030,1,0
204,103424010,3,0
204,103421030,2,0
204,103421020,2,0
204,103411030,3,0
204,103021030,2,0
204,100421020,2,0
204,100414020,3,0
204,100414010,3,0
204,100411040,2,0
205,703541011,1,0
205,104541020,1,0
205,104533010,1,0
205,104531030,1,0
205,104531020,1,0
205,104521030,2,0
205,104521020,2,0
205,104514010,2,0
205,104021020,2,0
205,103534010,1,0
205,103531020,1,0
205,103521040,2,0
205,103521030,2,0
205,103514020,3,0
205,103511050,3,0
205,103511030,2,0
205,103021040,3,0
205,100521030,2,0
205,100514010,2,0
205,100511050,3,0
205,100511010,3,0
206,703641011,1,0
206,104641020,1,0
206,104633010,1,0
206,104631030,1,0
206,104631020,1,0
206,104623010,2,0
206,104621040,2,0
206,104621020,3,0
206,104614010,2,0
206,104611030,2,0
206,104611020,2,0
206,103634010,1,0
206,103631030,1,0
206,103624010,3,0
206,103621020,3,0
206,103611030,2,0
206,103011030,2,0
206,100614030,2,0
206,100614020,2,0
206,100611050,3,0
206,100611040,3,0
207,703741011,1,0
207,104741010,1,0
207,104733010,1,0
207,104731030,1,0
207,104731020,1,0
207,104723010,2,0
207,104721030,2,0
207,104721020,2,0
207,104711040,2,0
207,104711020,2,0
207,103733010,1,0
207,103731020,1,0
207,103721040,3,0
207,103721030,2,0
207,103721020,2,0
207,103711060,2,0
207,103711040,2,0
207,103011050,2,0
207,100714030,2,0
207,100714020,3,0
207,100713030,2,0
207,100711010,3,0
301,106141010,1,0
301,106141020,1,0
301,105131020,2,0
301,105131010,2,0
301,106131020,2,0
301,106133010,2,0
301,106121020,3,0
301,105123010,3,0
301,106124010,3,0
301,105121010,2,0
301,106021010,3,0
301,106114010,3,0
301,105111020,2,0
301,106111010,3,0
301,106111030,2,0
301,100111020,2,0
301,100114010,1,0
301,100111010,3,0
302,106241010,1,0
302,105241020,1,0
302,106231020,3,0
302,106231010,2,0
302,106234010,3,0
302,105224010,2,0
302,105221030,3,0
302,106221010,2,0
302,106221020,3,0
302,106221030,2,0
302,104221020,2,0
302,104211040,2,0
302,105211010,2,0
302,104211020,3,0
302,105011020,3,0
302,100211010,3,0
302,100221020,3,0
303,105341010,1,0
303,106341010,1,0
303,106331020,2,0
303,105331020,3,0
303,105334010,3,0
303,106324010,2,0
303,106321030,3,0
303,106321010,2,0
303,105322010,2,0
303,105321010,2,0
303,104321030,3,0
303,106312010,3,0
303,105312010,3,0
303,104311040,3,0
303,104311030,1,0
303,100314020,2,0
303,100314030,2,0
303,100311010,2,0
304,106441010,1,0
304,105041020,1,0
304,106031020,2,0
304,106434010,2,0
304,106431020,2,0
304,106033010,2,0
304,106021020,3,0
304,106421020,3,0
304,104421040,2,0
304,104424010,2,0
304,105421020,2,0
304,105021030,2,0
304,106411010,3,0
304,105411010,3,0
304,104411020,1,0
304,104411030,3,0
304,100414010,3,0
304,100414020,3,0
305,106541020,1,0
305,106541010,1,0
305,106531020,3,0
305,106531010,3,0
305,105531010,2,0
305,105521010,3,0
305,104521030,3,0
305,104521020,2,0
305,104021020,3,0
305,106521010,3,0
305,104514010,3,0
305,106511010,1,0
305,105511010,3,0
305,106511030,3,0
305,100511010,3,0
305,100514010,3,0
306,105641020,1,0
306,106641010,1,0
306,106634010,3,0
306,106631010,2,0
306,105631010,3,0
306,106624010,3,0
306,106621020,3,0
306,105621010,3,0
306,104621020,3,0
306,104623010,2,0
306,105611010,3,0
306,104611020,3,0
306,106011020,1,0
306,106611020,3,0
306,100611050,2,0
306,100614020,2,0
306,100614010,2,0
307,106741010,1,0
307,105741010,1,0
307,105731020,2,0
307,106733010,3,0
307,106731020,3,0
307,106721020,2,0
307,106721030,2,0
307,105723010,3,0
307,105021010,2,0
307,106724010,3,0
307,105721020,2,0
307,106713010,3,0
307,104011040,1,0
307,105711030,3,0
307,105711010,3,0
307,100714020,3,0
307,100713010,3,0
401,705114011,3,0
401,109141010,1,0
401,107141020,1,0
401,109131020,1,0
401,107131010,3,0
401,108131010,2,0
401,108131030,3,0
401,109121010,1,0
401,106124010,3,0
401,108121010,3,0
401,108121020,3,0
401,108124010,3,0
401,109111030,1,0
401,107111030,3,0
401,108111010,3,0
401,108113010,3,0
401,100111010,3,0
402,705214011,3,0
402,109241010,1,0
402,108241010,1,0
402,109234010,1,0
402,107231010,3,0
402,108231010,2,0
402,108234010,3,0
402,109221010,1,0
402,106221010,3,0
402,107221010,3,0
402,107221020,3,0
402,108221030,3,0
402,109211010,1,0
402,107211020,3,0
402,107214010,3,0
402,108211030,3,0
402,100211020,3,0
403,705314011,3,0
403,109341010,1,0
403,108341010,1,0
403,109331020,1,0
403,107334010,2,0
403,107334020,3,0
403,108334010,3,0
403,109321020,1,0
403,106324010,3,0
403,107322010,3,0
403,107324010,3,0
403,108321020,3,0
403,109311010,1,0
403,107314020,3,0
403,108311010,3,0
403,108311020,3,0
403,100314030,3,0
404,705414011,3,0
404,109441010,1,0
404,107441020,1,0
404,109431010,1,0
404,107431010,3,0
404,108431010,3,0
404,108434010,2,0
404,109421010,1,0
404,106423010,3,0
404,107021020,3,0
404,108421020,3,0
404,108424010,3,0
404,109411020,1,0
404,107411010,3,0
404,107411020,3,0
404,108411040,3,0
404,100414020,3,0
405,705514011,3,0
405,109541010,1,0
405,107541010,1,0
405,109531010,1,0
405,107531020,3,0
405,108531010,2,0
405,108531020,3,0
405,109521020,1,0
405,106524010,3,0
405,107021010,3,0
405,108521010,3,0
405,108521020,3,0
405,109511020,1,0
405,107511010,3,0
405,107513010,3,0
405,108511030,3,0
405,100511010,3,0
406,705614021,3,0
406,109641010,1,0
406,108641010,1,0
406,109631020,1,0
406,107634010,3,0
406,108631020,3,0
406,108634010,2,0
406,109621020,1,0
406,106624010,3,0
406,107621020,3,0
406,108621010,3,0
406,108621020,3,0
406,109611020,1,0
406,107611020,3,0
406,107614010,3,0
406,108614010,3,0
406,100611050,3,0
407,705714011,3,0
407,109741010,1,0
407,107741010,1,0
407,109731010,1,0
407,107732010,2,0
407,108731010,3,0
407,108733010,3,0
407,109721020,1,0
407,106724010,3,0
407,107723010,3,0
407,107724010,3,0
407,108721010,3,0
407,109711020,1,0
407,107713010,3,0
407,108713010,3,0
407,108714010,3,0
407,100713010,3,0
408,705814011,3,0
408,109841010,1,0
408,107841030,1,0
408,109831010,1,0
408,107831010,2,0
408,107831020,3,0
408,107834020,3,0
408,109821020,1,0
408,107821030,3,0
408,107821040,3,0
408,107824020,3,0
408,108821010,3,0
408,109811010,1,0
408,107811090,3,0
408,107811100,3,0
408,107813030,3,0
408,100811070,3,0
501,111141020,1,0
501,110141020,2,0
501,110141030,2,0
501,109131020,3,0
501,110131010,3,0
501,110131030,3,0
501,108121010,3,0
501,110121010,3,0
501,109023010,3,0
501,108113010,3,0
501,108111030,3,0
501,110114010,3,0
501,100111010,3,0
501,100111020,3,0
501,100114010,2,0
502,111241020,1,0
502,109241020,2,0
502,110241010,2,0
502,109234010,3,0
502,110231020,3,0
502,110231010,3,0
502,108221030,3,0
502,110221030,3,0
502,110221010,3,0
502,110214010,3,0
502,110211030,3,0
502,108211030,3,0
502,100211010,3,0
502,100211020,3,0
502,100221020,2,0
503,111341020,1,0
503,109341030,2,0
503,110341030,2,0
503,109331010,3,0
503,110331010,3,0
503,110331030,3,0
503,108321020,3,0
503,110324010,3,0
503,111321020,3,0
503,110311010,3,0
503,109314010,3,0
503,111311030,3,0
503,100314010,3,0
503,100314030,3,0
503,100314020,2,0
504,111441020,1,0
504,110441010,2,0
504,110441030,2,0
504,109431030,3,0
504,110434010,3,0
504,110431020,3,0
504,108424010,3,0
504,109421010,3,0
504,110421030,3,0
504,108411040,3,0
504,110411010,3,0
504,110411030,3,0
504,100414020,3,0
504,100414010,3,0
504,100411040,2,0
505,111541020,1,0
505,110541010,2,0
505,110041020,2,0
505,109031010,3,0
505,110531010,3,0
505,110531030,3,0
505,109521020,3,0
505,109521010,3,0
505,110521010,3,0
505,108511030,3,0
505,109514010,3,0
505,110511020,3,0
505,100514010,3,0
505,100511010,3,0
505,100511020,2,0
506,111641020,1,0
506,109641010,2,0
506,110641010,2,0
506,109631020,3,0
506,109631010,3,0
506,110631020,3,0
506,109623010,3,0
506,109621010,3,0
506,110621020,3,0
506,109611010,3,0
506,110611020,3,0
506,110611030,3,0
506,100614020,3,0
506,100614010,3,0
506,100611050,2,0
507,111741020,1,0
507,110741030,2,0
507,109041020,2,0
507,109731010,3,0
507,109734010,3,0
507,110731020,3,0
507,108721010,3,0
507,108722010,3,0
507,109724010,3,0
507,108713010,3,0
507,108714010,3,0
507,109713010,3,0
507,100713010,3,0
507,100714020,3,0
507,100714010,2,0
508,111841020,1,0
508,109841020,2,0
508,110841010,2,0
508,109831010,3,0
508,110834010,3,0
508,110831020,3,0
508,109821010,3,0
508,110821010,3,0
508,110821020,3,0
508,108811030,3,0
508,110811020,3,0
508,110811030,3,0
508,100824010,3,0
508,100811030,3,0
508,100811020,2,0
601,111141010,2,0
601,112041020,2,0
601,112141010,1,0
601,112031020,3,0
601,112131020,3,0
601,110131020,3,0
601,112021020,3,0
601,112122010,3,0
601,111124010,3,0
601,112011020,3,0
601,112111010,3,0
601,110114010,3,0
601,100111010,3,0
601,100111020,2,0
601,100114010,3,0
602,112241010,2,0
602,112241020,2,0
602,111241010,1,0
602,112231030,3,0
602,112231010,3,0
602,111231010,3,0
602,111221020,3,0
602,112222010,3,0
602,112224010,3,0
602,113011010,3,0
602,112011030,3,0
602,112211010,3,0
602,100211010,3,0
602,100211020,3,0
602,100211050,2,0
603,112341020,2,0
603,112341030,2,0
603,110341010,1,0
603,112331020,3,0
603,111331020,3,0
603,111331010,3,0
603,112322010,3,0
603,110324010,3,0
603,110024010,3,0
603,111311020,3,0
603,111314010,3,0
603,112314010,3,0
603,100314010,3,0
603,100314020,3,0
603,100314070,2,0
604,112441010,2,0
604,112441020,2,0
604,111441010,1,0
604,111431020,3,0
604,112431010,3,0
604,112433010,3,0
604,111421010,3,0
604,111421020,3,0
604,112422010,3,0
604,112411010,3,0
604,111411030,3,0
604,111414010,3,0
604,100414020,3,0
604,100414010,3,0
604,100411040,2,0
605,112541020,2,0
605,112541030,2,0
605,112541010,1,0
605,111531010,3,0
605,112531010,3,0
605,111031020,3,0
605,110521020,3,0
605,112521010,3,0
605,112521020,3,0
605,112511020,3,0
605,112511030,3,0
605,111514010,3,0
605,100514010,3,0
605,100511010,3,0
605,100511020,2,0
606,112641020,2,0
606,112641030,2,0
606,112041010,1,0
606,112631020,3,0
606,112631010,3,0
606,112634010,3,0
606,112621010,3,0
606,112621020,3,0
606,111624010,3,0
606,113611010,3,0
606,112611030,3,0
606,111611010,3,0
606,100614010,3,0
606,100614020,3,0
606,100611050,2,0
607,111741030,2,0
607,112741020,2,0
607,111741020,1,0
607,112731020,3,0
607,112731010,3,0
607,111031010,3,0
607,113721010,3,0
607,112721020,3,0
607,110721010,3,0
607,113711020,3,0
607,112711010,3,0
607,111711020,3,0
607,100713010,3,0
607,100714020,3,0
607,100714030,2,0
608,112841030,2,0
608,111841010,2,0
608,112841020,1,0
608,111831030,3,0
608,111831020,3,0
608,112834010,3,0
608,112821010,3,0
608,112821020,3,0
608,111824010,3,0
608,112811030,3,0
608,110811010,3,0
608,111814010,3,0
608,100811070,3,0
608,100811040,3,0
608,100811050,2,0
701,115141020,1,0
701,114141020,2,0
701,113141010,2,0
701,113131030,3,0
701,114131020,3,0
701,114131010,3,0
701,114124010,3,0
701,114121020,3,0
701,113121010,3,0
701,114111030,3,0
701,114114010,3,0
701,113114010,3,0
701,100114010,3,0
701,100111010,2,0
701,100111020,3,0
702,115241020,1,0
702,114241020,2,0
702,113241020,2,0
702,114231010,3,0
702,113234010,3,0
702,114234010,3,0
702,114224010,3,0
702,114221010,3,0
702,114221020,3,0
702,114211030,3,0
702,114211010,3,0
702,113211020,3,0
702,100211010,3,0
702,100211060,2,0
702,100211020,3,0
703,115341020,1,0
703,114341010,2,0
703,114041010,2,0
703,113334010,3,0
703,114331020,3,0
703,114331010,3,0
703,114324010,3,0
703,114321010,3,0
703,114021010,3,0
703,114311010,3,0
703,114311020,3,0
703,115311020,3,0
703,100314010,3,0
703,100314020,2,0
703,100314070,3,0
704,115441020,1,0
704,114441020,2,0
704,114441030,2,0
704,114434010,3,0
704,113431020,3,0
704,114431010,3,0
704,114424010,3,0
704,114421020,3,0
704,113421030,3,0
704,114411030,3,0
704,114411020,3,0
704,113414010,3,0
704,100414020,3,0
704,100411040,2,0
704,100414010,3,0
705,115541020,1,0
705,114541010,2,0
705,114541020,2,0
705,114531010,3,0
705,113531020,3,0
705,113531010,3,0
705,114524010,3,0
705,114521020,3,0
705,114521010,3,0
705,114511030,3,0
705,113511020,3,0
705,112511030,3,0
705,100514010,3,0
705,100511050,2,0
705,100511010,3,0
706,115641020,1,0
706,114641010,2,0
706,114641020,2,0
706,113631010,3,0
706,114631010,3,0
706,114631020,3,0
706,114624010,3,0
706,113621010,3,0
706,114621020,3,0
706,113614010,3,0
706,114611030,3,0
706,114611010,3,0
706,100614020,3,0
706,100611050,2,0
706,100614010,3,0
707,115741020,1,0
707,114741010,2,0
707,114741030,2,0
707,113733010,3,0
707,113731010,3,0
707,114731020,3,0
707,114724010,3,0
707,112722010,3,0
707,114721020,3,0
707,114713010,3,0
707,114711030,3,0
707,114011010,3,0
707,100714020,3,0
707,100714030,2,0
707,100713010,3,0
708,115841020,1,0
708,114841010,2,0
708,114844010,2,0
708,114031020,3,0
708,114831020,3,0
708,114831010,3,0
708,114821010,3,0
708,114821020,3,0
708,113821010,3,0
708,113811020,3,0
708,113814010,3,0
708,114811030,3,0
708,100811030,3,0
708,100811020,2,0
708,100824010,3,0
10001,113131010,3,1
10001,113131030,3,1
10001,115141030,3,1
10001,112114010,3,1
10001,114114010,3,1
10001,114124010,3,1
10001,114014010,3,1
10001,113131020,3,1
10001,115141020,3,1
10001,112134010,3,1
10001,114011010,3,1
10001,113114010,2,1
10001,114141030,3,1
10001,116141010,2,1
10002,115241010,3,1
10002,113234010,3,1
10002,114234020,3,1
10002,113211020,3,1
10002,113221020,2,1
10002,115231010,3,1
10002,114214010,2,1
10002,115031020,3,1
10002,116041010,3,1
10002,115241020,3,1
10002,116221010,3,1
10002,116234010,2,1
10002,115231020,3,1
10002,113241020,3,1
10002,114241010,1,1
10003,115024010,3,1
10003,114324010,3,1
10003,114031010,3,1
10003,114014010,3,1
10003,114311010,3,1
10003,115311020,3,1
10003,114314010,1,1
10003,116041010,1,1
10003,114311020,3,1
10003,114321010,3,1
10003,116331010,3,1
10003,115341020,3,1
10003,114341010,3,1
10003,115341030,2,1
10003,114331010,3,1
10004,114424010,3,1
10004,113011010,2,1
10004,116031010,3,1
10004,114014010,3,1
10004,114411030,3,1
10004,116411030,3,1
10004,100414010,3,0
10004,114421020,3,1
10004,116431010,3,1
10004,112422010,2,1
10004,114441020,3,1
10004,116441020,3,1
10004,116041020,3,1
10004,114441030,3,1
10005,114521020,3,1
10005,114524010,3,1
10005,115514010,2,1
10005,114031010,3,1
10005,114014010,3,1
10005,114511030,3,1
10005,114541020,3,1
10005,114541030,3,1
10005,115521010,2,1
10005,115531030,2,1
10005,116541010,2,1
10005,116521010,3,1
10005,114541010,3,1
10005,116534010,2,1
10005,115541010,3,1
10006,115621030,3,1
10006,114624010,2,1
10006,115634010,3,1
10006,114611030,3,1
