card_id,type,cosmetic_id,quantity
102041010,7,102041010,1
102041020,7,102041020,1
102141010,7,102141010,1
102241010,7,102241010,1
102341010,7,102341010,1
102442010,7,102442010,1
102541010,7,102541010,1
102641010,7,102641010,1
102743010,7,102743010,1
103041010,7,103041010,1
103041020,7,103041020,1
103141010,7,103141010,1
103241010,7,103241010,1
103341010,7,103341010,1
103441010,7,103441010,1
103541010,7,103541010,1
103641010,7,103641010,1
103741010,7,103741010,1
104041010,7,1040410100,1
104041020,7,1040410200,1
104141010,7,1041410100,1
104141020,7,1041410200,1
104241010,7,1042410100,1
104241020,7,1042410200,1
104341010,7,1043410100,1
104341020,7,1043410200,1
104441010,7,1044410100,1
104441020,7,1044410200,1
104541010,7,1045410100,1
104541020,7,1045410200,1
104641010,7,1046410100,1
104641020,7,1046410200,1
104741010,7,1047410100,1
104741020,7,1047410200,1
105041010,7,1050410100,1
105041020,7,1050410200,1
105141010,7,1051410100,1
105141020,7,1051410200,1
105241010,7,1052410100,1
105241020,7,1052410200,1
105341010,7,1053410100,1
105341020,7,1053410200,1
105441010,7,1054410100,1
105441020,7,1054410200,1
105541010,7,1055410100,1
105541020,7,1055410200,1
105641010,7,1056410100,1
105641020,7,1056410200,1
105741010,7,1057410100,1
105741020,7,1057410200,1
106041010,7,1060410100,1
106041020,7,1060410200,1
106141010,7,1061410100,1
106141020,7,1061410200,1
106241010,7,1062410100,1
106241020,7,1062410200,1
106341010,7,1063410100,1
106341020,7,1063410200,1
106441010,7,1064410100,1
106441020,7,1064410200,1
106541010,7,1065410100,1
106541020,7,1065410200,1
106641010,7,1066410100,1
106641020,7,1066410200,1
106741010,7,1067410100,1
106741020,7,1067410200,1
107041010,7,1070410100,1
107041020,7,1070410200,1
107141010,7,1071410100,1
107141020,7,1071410200,1
107241010,7,1072410100,1
107241020,7,1072410200,1
107341010,7,1073410100,1
107341020,7,1073410200,1
107441010,7,1074410100,1
107441020,7,1074410200,1
107541010,7,1075410100,1
107541020,7,1075410200,1
107641010,7,1076410100,1
107641020,7,1076410200,1
107741010,7,1077410100,1
107741020,7,1077410200,1
107841010,7,1078410100,1
107841020,7,1078410200,1
107841030,7,1078410300,1
108041010,7,1080410100,1
108044010,7,900041040,1
108044010,7,900041050,1
108141010,7,1081410100,1
108141020,7,1081410200,1
108141030,7,1081410300,1
108241010,7,1082410100,1
108241020,7,1082410200,1
108241030,7,1082410300,1
108341010,7,1083410100,1
108341020,7,1083410200,1
108341030,7,1083410300,1
108441010,7,1084410100,1
108441020,7,1084410200,1
108441030,7,1084410300,1
108541010,7,1085410100,1
108541020,7,1085410200,1
108541030,7,1085410300,1
108641010,7,1086410100,1
108641020,7,1086410200,1
108641030,7,1086410300,1
108741010,7,1087410100,1
108741020,7,1087410200,1
108741030,7,1087410300,1
108841010,7,1088410100,1
108841020,7,1088410200,1
108841030,7,1088410300,1
109041010,7,1090410100,1
109041020,7,1090410200,1
109141010,7,1091410100,1
109141020,7,1091410200,1
109141030,7,1091410300,1
109241010,7,1092410100,1
109241020,7,1092410200,1
109241030,7,1092410300,1
109341010,7,1093410100,1
109341020,7,1093410200,1
109341030,7,1093410300,1
109441010,7,1094410100,1
109441020,7,1094410200,1
109441030,7,1094410300,1
109541010,7,1095410100,1
109541020,7,1095410200,1
109541030,7,1095410300,1
109641010,7,1096410100,1
109641020,7,1096410200,1
109641030,7,1096410300,1
109741010,7,1097410100,1
109741020,7,1097410200,1
109741030,7,1097410300,1
109841010,7,1098410100,1
109841020,7,1098410200,1
109841030,7,1098410300,1
110041010,7,1100410100,1
110041020,7,1100410200,1
110141010,7,1101410100,1
110141020,7,1101410200,1
110141030,7,1101410300,1
110241010,7,1102410100,1
110241020,7,1102410200,1
110241030,7,1102410300,1
110341010,7,1103410100,1
110341020,7,1103410200,1
110341030,7,1103410300,1
110441010,7,1104410100,1
110441020,7,1104410200,1
110441030,7,1104410300,1
110541010,7,1105410100,1
110541020,7,1105410200,1
110541030,7,1105410300,1
110641010,7,1106410100,1
110641020,7,1106410200,1
110641030,7,1106410300,1
110741010,7,1107410100,1
110741020,7,1107410200,1
110741030,7,1107410300,1
110841010,7,1108410100,1
110841020,7,1108410200,1
110841030,7,1108410300,1
111041010,7,1110410100,1
111041020,7,1110410200,1
111141010,7,1111410100,1
111141020,7,1111410200,1
111141030,7,1111410300,1
111241010,7,1112410100,1
111241020,7,1112410200,1
111241030,7,1112410300,1
111341010,7,1113410100,1
111341020,7,1113410200,1
111341030,7,1113410300,1
111441010,7,1114410100,1
111441020,7,1114410200,1
111441030,7,1114410300,1
111541010,7,1115410100,1
111541020,7,1115410200,1
111541030,7,1115410300,1
111641010,7,1116410100,1
111641020,7,1116410200,1
111641030,7,1116410300,1
111741010,7,1117410100,1
111741020,7,1117410200,1
111741030,7,1117410300,1
111841010,7,1118410100,1
111841020,7,1118410200,1
111843010,7,1118430100,1
112041010,7,1120410100,1
112041020,7,1120410200,1
112141010,7,1121410100,1
112141020,7,1121410200,1
112141030,7,1121410300,1
112241010,7,1122410100,1
112241020,7,1122410200,1
112241030,7,1122410300,1
112341010,7,1123410100,1
112341020,7,1123410200,1
112341030,7,1123410300,1
112441010,7,1124410100,1
112441020,7,1124410200,1
112441030,7,1124410300,1
112541010,7,1125410100,1
112541020,7,1125410200,1
112541030,7,1125410300,1
112641010,7,1126410100,1
112641020,7,1126410200,1
112641030,7,1126410300,1
112741010,7,1127410100,1
112741020,7,1127410200,1
112741030,7,1127410300,1
112841010,7,1128410100,1
112841020,7,1128410200,1
112841030,7,1128410300,1
113041010,7,1130410100,1
113041020,7,1130410200,1
113141010,7,1131410100,1
113141020,7,1131410200,1
113144010,7,1131440100,1
113241010,7,1132410100,1
113241020,7,1132410200,1
113242010,7,1132420100,1
113341010,7,1133410100,1
113341020,7,1133410200,1
113344010,7,1133440100,1
113441010,7,1134410100,1
113441020,7,1134410200,1
113441030,7,1134410300,1
113541010,7,1135410100,1
113541020,7,1135410200,1
113541030,7,1135410300,1
113641010,7,1136410100,1
113641020,7,1136410200,1
113641030,7,1136410300,1
113741010,7,1137410100,1
113741020,7,1137410200,1
113741030,7,1137410300,1
113841010,7,1138410100,1
113841020,7,1138410200,1
113841030,7,1138410300,1
114041010,7,1140410100,1
114041020,7,1140410200,1
114141010,7,1141410100,1
114141020,7,1141410200,1
114141030,7,1141410300,1
114241010,7,1142410100,1
114241020,7,1142410200,1
114241030,7,1142410300,1
114341010,7,1143410100,1
114341020,7,1143410200,1
114341030,7,1143410300,1
114441010,7,1144410100,1
114441020,7,1144410200,1
114441030,7,1144410300,1
114541010,7,1145410100,1
114541020,7,1145410200,1
114541030,7,1145410300,1
114641010,7,1146410100,1
114641020,7,1146410200,1
114641030,7,1146410300,1
114741010,7,1147410100,1
114741020,7,1147410200,1
114741030,7,1147410300,1
114841010,7,1148410100,1
114841020,7,1148410200,1
114844010,7,900841140,1
114844010,7,900841150,1
114844010,7,900841160,1
115041010,7,1150410100,1
115041020,7,1150410200,1
115141010,7,1151410100,1
115141020,7,1151410200,1
115141030,7,1151410300,1
115241010,7,1152410100,1
115241020,7,1152410200,1
115241030,7,1152410300,1
115341010,7,1153410100,1
115341020,7,1153410200,1
115341030,7,1153410300,1
115441010,7,1154410100,1
115441020,7,1154410200,1
115441030,7,1154410300,1
115541010,7,1155410100,1
115541020,7,1155410200,1
115541030,7,1155410300,1
115641010,7,1156410100,1
115641020,7,1156410200,1
115641030,7,1156410300,1
115741010,7,1157410100,1
115741020,7,1157410200,1
115741030,7,1157410300,1
115841010,7,1158410100,1
115841020,7,1158410200,1
115841030,7,1158410300,1
116041010,7,1160410100,1
116041020,7,1160410200,1
116141010,7,1161410100,1
116141020,7,1161410200,1
116141030,7,1161410300,1
116241010,7,1162410100,1
116241020,7,1162410200,1
116241030,7,1162410300,1
116341010,7,1163410100,1
116341020,7,1163410200,1
116341030,7,1163410300,1
116441010,7,1164410100,1
116441020,7,1164410200,1
116441030,7,1164410300,1
116541010,7,1165410100,1
116541020,7,1165410200,1
116541030,7,1165410300,1
116641010,7,1166410100,1
116641020,7,1166410200,1
116641030,7,1166410300,1
116741010,7,1167410100,1
116741020,7,1167410200,1
116741030,7,1167410300,1
116841010,7,1168410100,1
116841020,7,1168410200,1
116841030,7,1168410300,1
117041010,7,1170410100,1
117041020,7,1170410200,1
117141010,7,1171410100,1
117141020,7,1171410200,1
117141030,7,1171410300,1
117241010,7,1172410100,1
117241020,7,1172410200,1
117241030,7,1172410300,1
117341010,7,1173410100,1
117341020,7,1173410200,1
117341030,7,1173410300,1
117441010,7,1174410100,1
117441020,7,1174410200,1
117441030,7,1174410300,1
117541010,7,1175410100,1
117541020,7,1175410200,1
117541030,7,1175410300,1
117641010,7,1176410100,1
117641020,7,1176410200,1
117641030,7,1176410300,1
117741010,7,1177410100,1
117741020,7,1177410200,1
117741030,7,1177410300,1
117841010,7,1178410100,1
117841020,7,1178410200,1
117841030,7,1178410300,1
118041010,7,1180410100,1
118041020,7,1180410200,1
118141010,7,1181410150,1
118141010,7,1181410160,1
118141020,7,1181410200,1
118141030,7,1181410300,1
118241010,7,1182410150,1
118241010,7,1182410160,1
118241020,7,1182410200,1
118241030,7,1182410300,1
118341010,7,1183410100,1
118341020,7,1183410200,1
118341030,7,1183410300,1
118441010,7,1184410100,1
118441020,7,1184410200,1
118441030,7,1184410300,1
118541010,7,1185410100,1
118541020,7,1185410200,1
118541030,7,1185410300,1
118641010,7,1186410100,1
118641020,7,1186410200,1
118641030,7,1186410300,1
118741010,7,1187410100,1
118741020,7,1187410200,1
118741030,7,1187410300,1
118841010,7,1188410100,1
118841020,7,1188410200,1
118841030,7,1188410300,1
119041010,7,1190410100,1
119044010,7,900044080,1
119044010,7,900044090,1
119141010,7,1191410100,1
119141020,7,1191410200,1
119141030,7,1191410300,1
119241010,7,1192410100,1
119241020,7,1192410200,1
119241030,7,1192410300,1
119341010,7,1193410100,1
119341020,7,1193410200,1
119341030,7,1193410300,1
119441010,7,1194410100,1
119441020,7,1194410200,1
119441030,7,1194410300,1
119541010,7,1195410100,1
119541020,7,1195410200,1
119541030,7,1195410300,1
119641010,7,1196410100,1
119641020,7,1196410200,1
119641030,7,1196410300,1
119741010,7,1197410100,1
119741020,7,1197410200,1
119741030,7,1197410300,1
119841010,7,1198410100,1
119841020,7,1198410200,1
119841030,7,1198410300,1
120041010,7,1200410150,1
120041010,7,1200410160,1
120044010,7,1200440100,1
120141010,7,1201410100,1
120141020,7,1201410200,1
120141030,7,1201410300,1
120241010,7,1202410100,1
120241020,7,1202410200,1
120241030,7,1202410300,1
120341010,7,1203410100,1
120341020,7,1203410200,1
120341030,7,1203410300,1
120441010,7,1204410100,1
120441020,7,1204410200,1
120441030,7,1204410300,1
120541010,7,1205410100,1
120541020,7,1205410200,1
120541030,7,1205410300,1
120641010,7,1206410100,1
120641020,7,1206410200,1
120641030,7,1206410300,1
120741010,7,1207410100,1
120741020,7,1207410200,1
120741030,7,1207410300,1
120841010,7,1208410100,1
120841020,7,1208410200,1
120841030,7,1208410300,1
121041010,7,1210410100,1
121044010,7,1210440150,1
121044010,7,1210440160,1
121141010,7,1211410100,1
121141020,7,1211410200,1
121141030,6,1211410300,1
121141030,7,1211410300,1
121241010,7,1212410150,1
121241010,7,1212410160,1
121241020,7,1212410200,1
121241030,6,1212410300,1
121241030,7,1212410300,1
121341010,7,1213410100,1
121341020,7,1213410200,1
121341030,6,1213410300,1
121341030,7,1213410300,1
121441010,7,1214410100,1
121441020,7,1214410200,1
121441030,6,1214410300,1
121441030,7,1214410300,1
121541010,7,1215410100,1
121541020,7,1215410200,1
121541030,6,1215410300,1
121541030,7,1215410300,1
121641010,7,1216410100,1
121641020,7,1216410200,1
121641030,6,1216410300,1
121641030,7,1216410300,1
121741010,7,1217410100,1
121741020,7,1217410200,1
121741030,6,1217410300,1
121741030,7,1217410300,1
121841010,7,1218410100,1
121841020,7,1218410200,1
121841030,6,1218410300,1
121841030,7,1218410300,1
122041010,7,1220410100,1
122044010,7,1220440100,1
122141010,7,1221410100,1
122141020,7,1221410200,1
122141030,7,1221410300,1
122241010,7,1222410100,1
122241020,7,1222410200,1
122244010,7,900241090,1
122244010,7,900241100,1
122341010,7,1223410100,1
122341020,7,1223410200,1
122341030,7,1223410300,1
122441010,7,400001805,1
122441010,7,1224410110,1
122441020,7,1224410200,1
122441030,7,1224410300,1
122541010,7,1225410100,1
122541020,7,1225410200,1
122541030,7,1225410300,1
122641010,7,400001806,1
122641010,7,1226410110,1
122641020,7,1226410200,1
122641030,7,1226410300,1
122741010,7,1227410100,1
122741020,7,400001807,1
122741020,7,1227410210,1
122741030,7,1227410300,1
122841010,7,1228410100,1
122841020,7,1228410200,1
122844010,7,1228440100,1
123041010,7,1230410100,1
123041020,7,1230410200,1
123141010,7,1231410100,1
123141020,7,1231410200,1
123141030,7,1231410300,1
123241010,7,1232410100,1
123241020,7,1232410200,1
123244010,7,900241110,1
123244010,7,900241120,1
123244010,7,900241130,1
123244010,7,900241140,1
123341010,7,1233410100,1
123341020,7,1233410200,1
123341030,7,1233410300,1
123441010,7,1234410100,1
123441020,7,1234410200,1
123441030,7,1234410300,1
123541010,7,1235410100,1
123541020,7,1235410200,1
123541030,7,1235410300,1
123641010,7,1236410100,1
123641020,7,1236410200,1
123641030,7,1236410300,1
123741010,7,1237410100,1
123741020,7,1237410200,1
123741030,7,1237410300,1
123841010,7,1238410100,1
123841020,7,1238410200,1
123841030,7,1238410300,1
124041010,7,1240410100,1
124041020,7,1240410200,1
124141010,7,1241410100,1
124141020,7,1241410200,1
124141030,7,1241410300,1
124241010,7,1242410100,1
124241020,7,1242410200,1
124241030,7,1242410300,1
124341010,7,1243410100,1
124341020,7,1243410200,1
124341030,7,1243410300,1
124441010,7,1244410100,1
124441020,7,1244410200,1
124441030,7,1244410350,1
124441030,7,1244410360,1
124541010,7,1245410100,1
124541020,7,1245410200,1
124541030,7,1245410300,1
124641010,7,1246410100,1
124641020,7,1246410200,1
124641030,7,1246410300,1
124741010,7,1247410100,1
124741020,7,1247410200,1
124741030,7,1247410300,1
124841010,7,1248410100,1
124841020,7,1248410200,1
124841030,7,1248410300,1
125041010,7,1250410100,1
125041020,7,1250410200,1
125041030,7,1250410300,1
125141010,7,1251410100,1
125141020,7,1251410200,1
125141030,7,1251410300,1
125241010,7,1252410100,1
125241020,7,1252410200,1
125241030,7,1252410300,1
125341010,7,1253410100,1
125341020,7,1253410200,1
125341030,7,1253410350,1
125341030,7,1253410360,1
125441010,7,1254410100,1
125441020,7,1254410200,1
125441030,7,1254410300,1
125541010,7,1255410100,1
125541020,7,1255410200,1
125541030,7,1255410300,1
125641010,7,1256410100,1
125641020,7,1256410200,1
125641030,7,1256410300,1
125741010,7,1257410100,1
125741020,7,1257410200,1
125741030,7,1257410300,1
125841010,7,1258410100,1
125841020,7,1258410200,1
125844010,7,900843020,1
125844010,7,900843030,1
125844010,7,900843040,1
126041010,7,1260410100,1
126041020,7,1260410250,1
126041020,7,1260410260,1
126141010,7,1261410100,1
126141020,7,1261410200,1
126141030,7,1261410300,1
126241010,7,1262410100,1
126241020,7,1262410200,1
126241030,7,1262410300,1
126341010,7,1263410100,1
126341020,7,1263410200,1
126341030,7,1263410300,1
126441010,7,1264410100,1
126441020,7,1264410200,1
126441030,7,1264410300,1
126541010,7,1265410100,1
126541020,7,1265410200,1
126541030,7,1265410300,1
126641010,7,1266410100,1
126641020,7,1266410200,1
126641030,7,1266410300,1
126741010,7,1267410100,1
126741020,7,1267410200,1
126741030,7,1267410300,1
126841010,7,1268410100,1
126841020,7,1268410200,1
126841030,7,1268410300,1
127041010,7,1270410100,1
127041020,7,1270410200,1
127041030,6,1270410300,1
127041030,7,1270410300,1
127141010,7,1271410100,1
127141020,7,1271410200,1
127141030,7,1271410300,1
127241010,7,1272410100,1
127241020,7,1272410200,1
127241030,7,1272410300,1
127341010,7,1273410100,1
127341020,7,1273410200,1
127341030,7,1273410350,1
127341030,7,1273410360,1
127441010,7,1274410100,1
127441020,7,1274410200,1
127441030,7,1274410300,1
127541010,7,1275410100,1
127541020,7,1275410200,1
127541030,7,1275410300,1
127641010,7,1276410100,1
127641020,7,1276410200,1
127641030,7,1276410300,1
127741010,7,1277410100,1
127741020,7,1277410200,1
127741030,7,1277410300,1
127841010,7,1278410100,1
127841020,7,1278410200,1
127841030,7,1278410300,1
128041010,7,1280410100,1
128041020,7,1280410200,1
128141010,7,1281410100,1
128141020,7,1281410200,1
128141030,7,1281410300,1
128241010,7,1282410150,1
128241010,7,1282410160,1
128241020,7,1282410200,1
128241030,7,1282410300,1
128341010,7,1283410100,1
128341020,7,1283410200,1
128341030,7,1283410300,1
128441010,7,1284410100,1
128441020,7,1284410200,1
128441030,7,1284410300,1
128541010,7,1285410100,1
128541020,7,1285410200,1
128541030,7,1285410300,1
128641010,7,1286410100,1
128641020,7,1286410200,1
128641030,7,1286410300,1
128741010,7,1287410100,1
128741020,7,1287410200,1
128741030,7,1287410300,1
128841010,7,1288410100,1
128841020,7,1288410200,1
128841030,7,1288410300,1
129041010,7,1290410100,1
129041020,7,1290410200,1
129041030,6,1290410300,1
129041030,7,1290410300,1
129141010,7,1291410100,1
129141020,7,1291410200,1
129141030,7,1291410300,1
129241010,7,1292410100,1
129241020,7,1292410200,1
129241030,7,1292410300,1
129341010,7,1293410100,1
129341020,7,1293410200,1
129341030,7,1293410300,1
129441010,7,1294410150,1
129441010,7,1294410160,1
129441020,7,1294410200,1
129441030,7,1294410300,1
129541010,7,1295410100,1
129541020,7,1295410200,1
129541030,7,1295410300,1
129641010,7,1296410100,1
129641020,7,1296410200,1
129641030,7,1296410300,1
129741010,7,1297410100,1
129741020,7,1297410200,1
129741030,7,1297410300,1
129841010,7,1298410100,1
129841020,7,1298410200,1
129841030,7,1298410300,1
130041010,7,1300410100,1
130041020,7,1300410200,1
130141010,7,1301410100,1
130141020,7,1301410200,1
130141030,7,1301410300,1
130241010,7,1302410100,1
130241020,7,1302410200,1
130241030,7,1302410300,1
130341010,7,1303410100,1
130341020,7,1303410200,1
130341030,7,1303410300,1
130441010,7,1304410100,1
130441020,7,1304410200,1
130441030,7,1304410300,1
130541010,7,1305410100,1
130541020,7,1305410200,1
130541030,7,1305410300,1
130641010,7,1306410150,1
130641010,7,1306410160,1
130641020,7,1306410200,1
130641030,7,1306410350,1
130641030,7,1306410360,1
130741010,7,1307410150,1
130741010,7,1307410160,1
130741020,7,1307410200,1
130743010,7,1307430100,1
130841010,7,1308410100,1
130841020,7,1308410200,1
130841030,7,1308410300,1
131041010,7,1070410100,1
131044010,7,900041040,1
131044010,7,900041050,1
131141010,7,1311410100,1
131141020,7,1111410300,1
131141030,7,1051410200,1
131241010,7,1312410100,1
131241020,7,1132410100,1
131241030,7,1042410100,1
131341010,7,1313410100,1
131341020,7,1133410100,1
131341030,7,1143410300,1
131441010,7,1314410100,1
131441020,7,1054410100,1
131441030,7,1094410300,1
131541010,7,1315410100,1
131541020,7,1055410100,1
131541030,7,1115410100,1
131641010,7,1316410100,1
131641020,7,1106410300,1
131641030,7,1076410100,1
131741010,7,1317410100,1
131741020,7,1117410100,1
131741030,7,1087410100,1
131841010,7,1318410150,1
131841010,7,1318410160,1
131841020,7,1088410300,1
131841030,7,1118410100,1
132041010,7,1320410100,1
132041020,7,1120410100,1
132041030,7,1140410100,1
132044010,7,1320440150,1
132044010,7,1320440160,1
132044010,7,1320440170,1
132044010,7,1320440180,1
132141010,7,1321410100,1
132141020,7,1141410200,1
132141030,7,1161410200,1
132141040,7,1201410200,1
132241010,7,1322410100,1
132241020,7,1142410200,1
132241030,7,1182410150,1
132241030,7,1182410160,1
132241040,7,1182410200,1
132341010,7,1323410100,1
132341020,7,1123410200,1
132341030,7,1183410100,1
132341040,7,1183410200,1
132441010,7,1324410100,1
132441020,7,1144410200,1
132441030,7,1164410100,1
132441040,7,1204410200,1
132541010,7,1325410100,1
132541020,7,1125410200,1
132541030,7,1145410100,1
132541040,7,1205410200,1
132641010,7,1326410100,1
132641020,7,1126410200,1
132641030,7,1166410300,1
132641040,7,1206410200,1
132741010,7,1327410100,1
132741020,7,1217410200,1
132741030,7,1187410100,1
132741040,7,1127410200,1
132841010,7,1328410150,1
132841010,7,1328410155,1
132841010,7,1328410160,1
132841020,7,1168410200,1
132841030,7,1188410100,1
132841040,7,1188410200,1
704141010,6,704141010,1
704141010,7,704141010,1
704141010,10,401,1
704241010,6,704241010,1
704241010,7,704241010,1
704241010,10,402,1
704341010,6,704341010,1
704341010,7,704341010,1
704341010,10,403,1
704441010,6,704441010,1
704441010,7,704441010,1
704441010,10,404,1
704541010,6,704541010,1
704541010,7,704541010,1
704541010,10,405,1
704611010,6,704611010,1
704611010,7,704611010,1
704611010,10,406,1
704741010,6,704741010,1
704741010,7,704741010,1
704741010,10,407,1
704841010,6,704841010,1
704841010,7,704841010,1
704841010,10,408,1
706141010,6,706141010,1
706141010,7,706141010,1
706141010,10,801,1
706241010,6,706241010,1
706241010,7,706241010,1
706241010,10,802,1
706341010,6,706341010,1
706341010,7,706341010,1
706341010,10,803,1
706441010,6,706441010,1
706441010,7,706441010,1
706441010,10,804,1
706541010,6,706541010,1
706541010,7,706541010,1
706541010,10,805,1
706641010,6,706641010,1
706641010,7,706641010,1
706641010,10,806,1
706741010,6,706741010,1
706741010,7,706741010,1
706741010,10,807,1
706841010,6,706841010,1
706841010,7,706841010,1
706841010,10,808,1
711141010,6,711141010,1
711141010,7,711141010,1
711141010,10,1601,1
711241010,6,711241010,1
711241010,7,711241010,1
711241010,10,1602,1
711331010,6,711331010,1
711331010,7,711331010,1
711331010,10,1803,1
711341010,6,711341010,1
711341010,7,711341010,1
711341010,10,1603,1
711441010,6,711441010,1
711441010,7,711441010,1
711441010,10,1604,1
711531010,6,711531010,1
711531010,7,711531010,1
711531010,10,1805,1
711541010,6,711541010,1
711541010,7,711541010,1
711541010,10,1605,1
711641010,6,711641010,1
711641010,7,711641010,1
711641010,10,1606,1
711741010,6,711741010,1
711741010,7,711741010,1
711741010,10,1607,1
711841010,6,711841010,1
711841010,7,711841010,1
711841010,10,1608,1
714141010,6,714141010,1
714141010,7,714141010,1
714141010,10,2801,1
714141020,6,714141020,1
714141020,7,714141020,1
714141020,10,2811,1
714241010,6,714241010,1
714241010,7,714241010,1
714241010,10,2802,1
714341010,6,714341010,1
714341010,7,714341010,1
714341010,10,2803,1
714441010,6,714441010,1
714441010,7,714441010,1
714441010,10,2804,1
714441020,6,714441020,1
714441020,7,714441020,1
714441020,10,2814,1
714441030,6,714441030,1
714441030,7,714441030,1
714441030,10,2824,1
714541010,6,714541010,1
714541010,7,714541010,1
714541010,10,2805,1
714641010,6,714641010,1
714641010,7,714641010,1
714641010,10,2806,1
714741010,6,714741010,1
714741010,7,714741010,1
714741010,10,2807,1
714841010,6,714841010,1
714841010,7,714841010,1
714841010,10,2808,1
714841020,6,714841020,1
714841020,7,714841020,1
714841020,10,2818,1
715141010,6,715141010,1
715141010,7,715141010,1
715141010,10,3201,1
715241010,6,715241011,1
715241010,7,715241010,1
715241010,8,120002,1
715241010,10,3302,1
715341010,6,715341010,1
715341010,7,715341010,1
715441010,6,715441010,1
715441010,7,715441010,1
715441010,10,3204,1
715441020,6,715441020,1
715441020,7,715441025,1
715441020,7,715441026,1
715641010,6,715641010,1
715641010,7,715641010,1
715641010,10,3206,1
716141010,6,716141011,1
716141010,7,716141010,1
716141010,8,120001,1
716141010,10,3301,1
716141020,6,716141020,1
716141020,7,716141020,1
716141020,10,3311,1
716341010,6,716341011,1
716341010,7,716341010,1
716341010,8,120003,1
716341010,10,3303,1
716431010,6,716431011,1
716431010,7,716431010,1
716431010,8,120004,1
716431010,10,3304,1
716511010,6,716511010,1
716511010,7,716511010,1
716511010,10,3305,1
716541010,6,716541011,1
716541010,7,716541010,1
716541010,8,120005,1
716541010,10,3315,1
716641010,6,716641011,1
716641010,7,716641010,1
716641010,8,120006,1
716641010,10,3306,1
716741010,6,716741011,1
716741010,7,716741010,1
716741010,8,120007,1
716741010,10,3307,1
716841010,6,716841010,1
716841010,7,716841010,1
716841010,10,3308,1
716841020,6,716841020,1
716841020,7,716841020,1
716841020,10,3318,1
716841030,6,716841031,1
716841030,7,716841030,1
716841030,8,120008,1
716841030,10,3328,1
717141010,6,717141010,1
717141010,7,717141010,1
717141020,6,717141020,1
717141020,7,717141020,1
717841010,6,717841010,1
717841010,7,717841015,1
717841010,7,717841016,1
718141010,6,718141011,1
718141010,7,718141010,1
718141010,8,120011,1
718141010,10,3901,1
718141020,6,718141020,1
718141020,7,718141020,1
718141020,10,3911,1
718211010,6,718211010,1
718211010,7,718211010,1
718211010,10,3902,1
718241010,6,718241011,1
718241010,7,718241010,1
718241010,8,120012,1
718241010,10,3912,1
718341010,6,718341011,1
718341010,7,718341010,1
718341010,8,120013,1
718341010,10,3903,1
718441010,6,718441011,1
718441010,7,718441010,1
718441010,8,120014,1
718441010,10,3904,1
718541010,6,718541011,1
718541010,7,718541010,1
718541010,8,120015,1
718541010,10,3905,1
718641010,6,718641011,1
718641010,7,718641010,1
718641010,8,120016,1
718641010,10,3906,1
718741010,6,718741010,1
718741010,7,718741010,1
718741010,10,3907,1
718741020,6,718741021,1
718741020,7,718741020,1
718741020,7,718741021,1
718741020,8,120017,1
718741020,10,3917,1
718841010,6,718841010,1
718841010,7,718841010,1
718841010,10,3908,1
718841020,6,718841021,1
718841020,7,718841020,1
718841020,8,120018,1
718841020,10,3918,1
719141010,6,719141011,1
719141010,7,400004404,1
719141010,7,719141010,1
719141010,8,303501,1
719141010,10,4201,1
719141020,6,719141020,1
719141020,7,400004603,1
719141020,8,303702,1
719141020,10,4401,1
719241010,6,719241011,1
719241010,7,719241010,1
719241010,8,122001,1
719241010,10,4002,1
719241020,6,719241020,1
719241020,7,400004604,1
719241020,8,303703,1
719241020,10,4402,1
719341010,6,719341015,1
719341010,7,400004602,1
719341010,8,303701,1
719341010,10,4413,1
719441010,6,719441010,1
719441010,7,719441015,1
719441010,7,719441016,1
719441010,8,122002,1
719441010,10,4004,1
719641010,6,719641010,1
719641010,7,400004605,1
719641010,8,303704,1
719641010,10,4406,1
720541010,6,720541010,1
720541010,7,720541010,1
721141010,6,721141011,1
721141010,7,721141010,1
721141010,8,120021,1
721141010,10,4601,1
721141010,15,721141010,1
721241010,6,721241011,1
721241010,7,721241010,1
721241010,8,120022,1
721241010,10,4602,1
721241010,15,721241010,1
721341010,6,721341011,1
721341010,7,721341010,1
721341010,8,120023,1
721341010,10,4603,1
721341010,15,721341010,1
721441010,6,721441011,1
721441010,7,721441010,1
721441010,8,120024,1
721441010,10,4604,1
721441010,15,721441010,1
721541010,6,721541010,1
721541010,7,721541010,1
721541010,10,4605,1
721541020,6,721541021,1
721541020,7,721541020,1
721541020,8,120025,1
721541020,10,4615,1
721541020,15,721541020,1
721641010,6,721641011,1
721641010,7,721641010,1
721641010,8,120026,1
721641010,10,4606,1
721641010,15,721641010,1
721741010,6,721741011,1
721741010,7,721741010,1
721741010,8,120027,1
721741010,10,4607,1
721741010,15,721741010,1
721841010,6,721841011,1
721841010,7,721841010,1
721841010,8,120028,1
721841010,10,4608,1
721841010,15,721841010,1
722141010,6,722141010,1
722141010,7,722141010,1
722341010,6,722341010,1
722341010,7,722341015,1
722341010,7,722341016,1
722341010,7,722341017,1
